tag,scenario,mode,vision_only,audio_backend,rep,rc,seconds,started_iso,out_path
centralized-dsp-r1,combined_audio_video_01,centralized,False,dsp,1,0,75.9,2026-08-18T20:09:28,results/run_combined_audio_video_01_centralized-dsp-r1.json
centralized-dsp-r2,combined_audio_video_01,centralized,False,dsp,2,0,89.7,2026-08-18T20:10:43,results/run_combined_audio_video_01_centralized-dsp-r2.json
mas-auction-dsp-r0,demo_site_01,mas-auction,False,dsp,0,0,108.1,2026-08-18T20:12:13,results/run_demo_site_01_mas-auction-dsp-r0.json
mas-auction-dsp-r1,demo_site_01,mas-auction,False,dsp,1,0,107.0,2026-08-18T20:14:01,results/run_demo_site_01_mas-auction-dsp-r1.json
mas-auction-dsp-r2,demo_site_01,mas-auction,False,dsp,2,0,71.2,2026-08-18T20:15:48,results/run_demo_site_01_mas-auction-dsp-r2.json
mas-rules-dsp-r0,demo_site_01,mas-rules,False,dsp,0,0,65.2,2026-08-18T20:16:59,results/run_demo_site_01_mas-rules-dsp-r0.json
mas-rules-dsp-r1,demo_site_01,mas-rules,False,dsp,1,0,85.4,2026-08-18T20:18:05,results/run_demo_site_01_mas-rules-dsp-r1.json
mas-rules-dsp-r2,demo_site_01,mas-rules,False,dsp,2,0,65.4,2026-08-18T20:19:30,results/run_demo_site_01_mas-rules-dsp-r2.json
mas-nocoord-dsp-r0,demo_site_01,mas-nocoord,False,dsp,0,0,65.3,2026-08-18T20:20:35,results/run_demo_site_01_mas-nocoord-dsp-r0.json
mas-nocoord-dsp-r1,demo_site_01,mas-nocoord,False,dsp,1,0,65.2,2026-08-18T20:21:41,results/run_demo_site_01_mas-nocoord-dsp-r1.json
mas-nocoord-dsp-r2,demo_site_01,mas-nocoord,False,dsp,2,0,65.6,2026-08-18T20:22:46,results/run_demo_site_01_mas-nocoord-dsp-r2.json
centralized-dsp-r0,demo_site_01,centralized,False,dsp,0,0,58.3,2026-08-18T20:23:51,results/run_demo_site_01_centralized-dsp-r0.json
centralized-dsp-r1,demo_site_01,centralized,False,dsp,1,0,76.7,2026-08-18T20:24:50,results/run_demo_site_01_centralized-dsp-r1.json
centralized-dsp-r2,demo_site_01,centralized,False,dsp,2,0,56.5,2026-08-18T20:26:06,results/run_demo_site_01_centralized-dsp-r2.json
mas-auction-dsp-r0,intrusion_01,mas-auction,False,dsp,0,0,65.2,2026-08-18T20:27:03,results/run_intrusion_01_mas-auction-dsp-r0.json
mas-auction-dsp-r1,intrusion_01,mas-auction,False,dsp,1,0,65.5,2026-08-18T20:28:08,results/run_intrusion_01_mas-auction-dsp-r1.json
mas-auction-dsp-r2,intrusion_01,mas-auction,False,dsp,2,0,65.4,2026-08-18T20:29:14,results/run_intrusion_01_mas-auction-dsp-r2.json
mas-rules-dsp-r0,intrusion_01,mas-rules,False,dsp,0,0,85.5,2026-08-18T20:30:19,results/run_intrusion_01_mas-rules-dsp-r0.json
mas-rules-dsp-r1,intrusion_01,mas-rules,False,dsp,1,0,65.3,2026-08-18T20:31:45,results/run_intrusion_01_mas-rules-dsp-r1.json
mas-rules-dsp-r2,intrusion_01,mas-rules,False,dsp,2,0,65.4,2026-08-18T20:32:50,results/run_intrusion_01_mas-rules-dsp-r2.json
mas-nocoord-dsp-r0,intrusion_01,mas-nocoord,False,dsp,0,0,65.7,2026-08-18T20:33:55,results/run_intrusion_01_mas-nocoord-dsp-r0.json
mas-nocoord-dsp-r1,intrusion_01,mas-nocoord,False,dsp,1,0,67.4,2026-08-18T20:35:01,results/run_intrusion_01_mas-nocoord-dsp-r1.json
mas-nocoord-dsp-r2,intrusion_01,mas-nocoord,False,dsp,2,0,66.7,2026-08-18T20:36:08,results/run_intrusion_01_mas-nocoord-dsp-r2.json
centralized-dsp-r0,intrusion_01,centralized,False,dsp,0,0,70.2,2026-08-18T20:37:15,results/run_intrusion_01_centralized-dsp-r0.json
centralized-dsp-r1,intrusion_01,centralized,False,dsp,1,0,55.7,2026-08-18T20:38:25,results/run_intrusion_01_centralized-dsp-r1.json
centralized-dsp-r2,intrusion_01,centralized,False,dsp,2,0,92.2,2026-08-18T20:39:21,results/run_intrusion_01_centralized-dsp-r2.json
